Airtemp,Rel.Hum,Rain,W.Speed,leaf wetness hr.,Bacterial leaf spot,Downy mildew,Powdery mildew,Alternariablight,Rhizopusrot,Girdle beetle
19.5,72,0,0.1,4.75,0,0,0,1,0,1
19.4,72,0,0,4.25,0,0,0,1,0,1
19.4,73,0.2,0.1,5.58,0,0,0,1,0,0
19.5,75,0,0.1,9.33,0,0,0,1,0,1
19.6,76,0,0.2,9.08,0,0,0,1,0,1
20.6,75,0,0.1,6.08,0,0,0,0,0,1
21.1,77,0,0,6.75,0,0,0,0,0,1
20.7,81,0.2,0,9.92,0,0,0,0,1,0
20.7,76,0,0,0,0,0,0,0,0,1
20.2,79,0,0.1,9.25,0,0,0,0,0,1
20.5,75,0,0.2,6.42,0,0,0,0,0,1
21.2,71,0,0.1,5.67,0,0,0,0,0,1
21.2,70,0.4,0,3.33,0,1,0,0,1,0
20.3,68,0,0,3.92,0,1,0,0,0,1
19.3,71,0,0.2,4.58,0,0,0,1,0,1
19.9,69,0,0,4.5,0,1,0,0,0,1
19,66,0,0,3.08,0,1,0,0,0,1
16.2,73,0,0.1,7.5,0,0,0,1,0,1
17.4,72,0.2,0.1,8.08,0,0,0,1,0,0
18,66,0.2,0.1,7.33,0,1,0,0,0,0
18.4,66,0.2,0,5.42,0,1,0,0,0,0
18.9,66,0,0.1,5.08,0,1,0,0,0,1
18.9,68,0,0,6.58,0,1,0,0,0,1
17.7,65,0.4,0.1,9,0,1,0,0,0,0
16,62,0,0,5.58,0,1,0,0,0,1
15.2,60,0,0.2,0,0,1,1,0,0,1
17.1,65,0,0.2,1.92,0,1,0,0,0,1
20,68,0,0.1,7.92,0,1,0,0,0,1
21.4,65,0,0,6.25,0,1,0,0,0,1
20.2,63,0,0.1,7.75,0,1,0,0,0,1
19.1,67,0.2,0.1,6.83,0,1,0,0,0,0
21.4,66,0,0,8.5,0,1,0,0,0,1
21.6,67,0,0,9.5,0,1,0,0,0,1
21.9,63,0,0,8.75,0,1,0,0,0,1
20.9,60,0.2,0.1,1.92,0,1,1,0,1,0
20,68,0,0,9.08,0,1,0,0,0,1
18.2,68,0,0,8.75,0,1,0,0,0,1
15.7,92,2.2,0.2,16.67,0,0,0,1,0,0
16.2,88,0.4,0.1,7.58,0,0,0,1,0,0
17.2,73,0.2,0.2,9.58,0,0,0,1,0,0
19.2,69,0,0.1,2.75,0,1,0,0,0,1
20.4,69,0.2,0.2,0.42,0,1,0,0,1,0
22.3,66,0,0.1,0,0,1,0,0,0,1
22.3,63,0,0,0,0,1,0,0,0,1
21.4,63,0,0.1,0,0,1,0,0,0,1
21.3,69,0.8,0.2,1.5,0,1,0,0,1,0
21.3,61,0.4,0.2,0,0,1,0,0,1,0
23.3,46,0,0.3,0,0,0,1,0,0,0
22,57,0,0.1,0,0,0,1,0,0,0
22.2,59,0,0.1,0,0,0,1,0,0,0
22.8,55,0,0.1,0,0,0,1,0,0,0
23.1,53,0.6,0.1,0,0,0,0,0,1,0
21.9,52,0,0.1,0,0,0,1,0,0,0
21.2,63,0.2,0.1,0,0,1,0,0,1,0
21.7,69,0,0.1,4.5,0,1,0,0,0,1
20.9,72,0,0.1,3.08,0,0,0,0,0,1
20.4,65,0,0.1,4,0,1,0,0,0,1
18.9,56,0.4,0.1,0,0,0,0,0,0,0
18.6,52,0.2,0.1,0,0,0,1,0,0,0
17.4,58,0,0.1,0,0,0,1,0,0,0
20.5,54,0,0.2,0,0,0,1,0,0,0
22.6,55,0,0.1,0,0,0,1,0,0,0
23.5,54,0,0.1,0,0,0,1,0,0,0
24.8,53,0,0.1,0,0,0,1,0,0,0
24.6,55,0,0.1,0,0,0,1,0,0,0
25.6,69,1.8,0,9.33,0,0,0,0,1,0
25.5,63,0,0.1,2.67,0,0,0,0,0,1
25.8,58,0,0.1,0,0,0,1,0,0,0
24.6,60,0,0.2,0,0,1,1,0,0,1
24.4,61,0,0.1,0,0,1,0,0,0,1
24.4,58,0,0,1.17,0,0,1,0,0,0
24.4,56,0,0.1,0,0,0,1,0,0,0
24,61,0,0.1,0,0,1,0,0,0,1
21.5,81,1.2,0,6,0,0,0,0,1,0
23.7,69,0,0.1,7,0,1,0,0,0,1
22.2,62,0.2,0.1,3.5,0,1,0,0,1,0
22.4,58,0,0.1,0,0,0,1,0,0,0
23,56,0,0.2,0,0,0,1,0,0,0
23.1,52,0,0.2,0,0,0,1,0,0,0
23.4,46,0,0.1,0,0,0,1,0,0,0
24.1,43,0,0.1,0,0,0,0,0,0,0
24.7,43,0,0.1,0,0,0,0,0,0,0
25.9,44,0,0.1,0,0,0,0,0,0,0
26.8,45,0,0.1,0,0,0,1,0,0,0
27.5,46,0,0.1,0,0,0,1,0,0,0
28.2,47,0,0.1,0,0,0,1,0,0,0
27.7,45,0,0.1,0,0,0,1,0,0,0
26.9,39,0,0.1,0,0,0,0,0,0,0
23.1,35,0,0.2,0,0,0,0,0,0,0
22.6,41,0,0.2,0,0,0,0,0,0,0
25.1,48,0,0.1,0,0,0,1,0,0,0
26.1,44,0,0.1,0,0,0,0,0,0,0
27.3,40,0,0.1,0,0,0,0,0,0,0
26.7,39,0,0.1,0,0,0,0,0,0,0
26.4,41,0,0.2,0,0,0,0,0,0,0
25.8,45,0,0.2,0,0,0,1,0,0,0
27,49,0,0.1,0,0,0,1,0,0,0
27.2,48,0,0.1,0,0,0,1,0,0,0
28.3,48,0,0.2,0,0,0,1,0,0,0
29.5,42,0,0.6,0,0,0,0,0,0,0
30.3,44,0,0.5,0,0,0,0,0,0,0
28.7,43,0,0.5,0,0,0,0,0,0,0
29.7,44,0,0.4,0,0,0,0,0,0,0
29.7,50,0,0.4,0,0,0,1,0,0,0
28.1,45,0,0.3,0,0,0,1,0,0,0
26.1,43,0,0.5,0,0,0,0,0,0,0
25.7,37,0,0.3,0,0,0,0,0,0,0
27,34,0,0.5,0,0,0,0,0,0,0
28.5,33,0,0.4,0,0,0,0,0,0,0
28.9,49,0.2,0.3,1.67,0,0,1,0,1,0
27.8,60,0,0.6,0,0,0,1,0,0,1
29.2,54,0,0.3,0,0,0,1,0,0,0
29.2,43,0,0.2,0,0,0,0,0,0,0
30,40,0,0.3,0,0,0,0,0,0,0
30.8,37,0,0.3,0,0,0,0,0,0,0
29.1,35,0,0.3,0,0,0,0,0,0,0
29.4,31,0,0.4,0,0,0,0,0,0,0
29.5,46,0,0.3,0,0,0,1,0,0,0
29.6,49,0,0.2,0,0,0,1,0,0,0
27.7,56,0,0.3,0.42,0,0,1,0,0,0
26.3,62,0.2,0.3,0.17,0,0,0,0,1,0
27,59,0,0.4,0.17,0,0,1,0,0,0
28.4,48,0.4,0.2,0.08,0,0,0,0,1,0
29.2,44,0,0.4,0,0,0,0,0,0,0
28.8,40,0,0.4,0,0,0,0,0,0,0
27.8,38,0,0.4,0,0,0,0,0,0,0
27.6,39,0,0.4,0,0,0,0,0,0,0
29.2,51,0,0.4,0,0,0,1,0,0,0
29.8,56,0,0.3,0,0,0,1,0,0,0
27.6,64,1.4,0.3,3.58,0,0,0,0,1,0
25.6,69,0,0.4,1.33,0,0,0,0,0,1
27.5,63,0,0.2,1.83,0,0,0,0,0,1
28.2,62,0,0.3,0.08,0,0,0,0,0,1
28.8,60,0,0.3,0,0,0,1,0,0,1
29.1,61,0,0.4,0.33,0,0,0,0,0,1
28.8,59,0,0.4,0,0,0,1,0,0,0
29.1,61,0,0.3,0.08,0,0,0,0,0,1
29,62,0,0.3,0,0,0,0,0,0,1
30.1,52,0,0.3,0,0,0,1,0,0,0
28.8,44,0,0.3,0,0,0,0,0,0,0
28.2,39,0,0.2,0,0,0,0,0,0,0
29.4,38,0,0.2,0,0,0,0,0,0,0
30.1,48,0,0.2,0,0,0,1,0,0,0
29.7,47,0,0.3,0,0,0,1,0,0,0
29.5,51,0,0.4,0,0,0,1,0,0,0
30.4,56,0,0.3,0,0,0,1,0,0,0
31.7,52,0,0.2,0,0,0,1,0,0,0
31.8,50,0,0.2,0,0,0,1,0,0,0
30.5,52,0,0.2,0,0,0,1,0,0,0
31.1,54,0,0.2,0,0,0,1,0,0,0
31.4,58,0,0.3,0,0,0,1,0,0,0
31.7,54,0,0.2,0,0,0,1,0,0,0
30.5,51,0,0.2,0,0,0,1,0,0,0
30.2,58,0,0.3,0,0,0,1,0,0,0
30.9,57,0,0.3,0,0,0,1,0,0,0
27.4,67,0.6,0.5,5.17,0,0,0,0,1,0
27.3,71,1.2,0.4,13.67,0,0,0,0,1,0
27.3,72,1.4,0.1,8.58,0,0,0,0,1,0
28,74,0,0.2,4.33,0,0,0,0,0,1
27.8,74,0,0.2,0,0,0,0,0,0,1
29.4,65,0,0.3,0,0,0,0,0,0,1
29.5,62,0,0.3,0,0,0,0,0,0,1
30.2,61,0,0.3,0,0,0,0,0,0,1
30,64,0.4,0.2,0,0,0,0,0,1,0
29.3,64,0,0.3,0,0,0,0,0,0,1
29.9,63,0,0.4,0,0,0,0,0,0,1
29.9,63,0,0.3,0,0,0,0,0,0,1
27.6,75,1.4,0.4,7.08,0,0,0,0,1,0
26.9,77,2.8,0.1,5,0,0,0,0,1,0
28.6,69,0.8,0.2,0.17,0,0,0,0,1,0
26.5,82,2.6,0.2,8.5,1,0,0,0,1,0
26.5,83,0.4,0.2,14.25,1,0,0,0,1,0
28.5,75,2.4,0.2,7.92,0,0,0,0,1,0
27.4,81,0.6,0.2,7.67,1,0,0,0,1,0
28.3,78,2.6,0.1,10.42,0,0,0,0,1,0
27,87,13.2,0.1,8,1,0,0,0,1,0
27.1,80,0,0.6,0.58,1,0,0,0,0,1
25.4,89,2.4,0.5,11.92,1,0,0,0,1,0
26,83,0,0.4,3.08,1,0,0,0,0,0
26.3,80,0.8,0.4,5.83,1,0,0,0,1,0
26.3,83,1.2,0.2,4.92,1,0,0,0,1,0
26,85,0.4,0.3,9.25,1,0,0,0,1,0
24.6,94,5,0.1,18,1,0,0,0,0,0
23.2,99,34.8,0.1,24,0,0,0,0,0,0
23.4,99,11.8,0.2,24,0,0,0,0,0,0
23.5,98,8,0.4,23.5,0,0,0,0,0,0
24.3,97,8.6,0.4,20.5,0,0,0,0,0,0
23.7,98,18,0.3,22.92,0,0,0,0,0,0
24.3,96,2.8,0.4,16.92,0,0,0,0,0,0
24,97,4.4,0.3,20.58,0,0,0,0,0,0
22.8,100,18,0,24,0,0,0,0,0,0
23.6,98,6.4,0.1,21.67,0,0,0,0,0,0
24.9,92,0.4,0.3,10.33,1,0,0,0,0,0
25.6,89,0,0.4,3.67,1,0,0,0,0,0
25.8,88,0,0.2,8.92,1,0,0,0,0,0
25.9,85,3.8,0.2,8.5,1,0,0,0,1,0
25.2,87,0,0.2,1,1,0,0,0,0,0
24.9,89,1.4,0.1,7.25,1,0,0,0,1,0
24.5,93,2.6,0,13.58,1,0,0,0,0,0
25.9,88,0,0.1,3.33,1,0,0,0,0,0
26.2,87,0.4,0.1,6.67,1,0,0,0,1,0
26.7,84,0,0.1,6.42,1,0,0,0,0,0
26.3,83,0.2,0.1,10.92,1,0,0,0,1,0
26.6,83,0,0.1,11,1,0,0,0,0,0
26.7,85,31,0.2,14.58,1,0,0,0,1,0
25.8,92,9.4,0.1,17.25,1,0,0,0,0,0
26.1,90,1.4,0.1,12.92,1,0,0,0,1,0
25.5,93,7,0,14,1,0,0,0,0,0
23.7,96,1.4,0,20.92,0,0,0,0,0,0
23.7,97,1.2,0,20.92,0,0,0,0,0,0
24.6,93,0.2,0.1,10.58,1,0,0,0,0,0
24.7,93,0.6,0.1,13.33,1,0,0,0,0,0
22.7,99,8.8,0.1,24,0,0,0,0,0,0
22.8,99,32.2,0,23.17,0,0,0,0,0,0
22.7,100,10.8,0,24,0,0,0,0,0,0
23.4,99,6.8,0.1,22.92,0,0,0,0,0,0
23.6,98,3.4,0.2,16.67,0,0,0,0,0,0
23.2,99,5.2,0.1,24,0,0,0,0,0,0
22.8,99,16.4,0,24,0,0,0,0,0,0
21.9,100,23.6,0.2,24,0,0,0,0,0,0
22.9,99,22.8,0.2,22.25,0,0,0,0,0,0
24.2,95,5.4,0.3,15.58,1,0,0,0,0,0
24,96,1.6,0.3,19.42,0,0,0,0,0,0
22.5,99,9.4,0,24,0,0,0,0,0,0
22.9,99,4.8,0.1,23.33,0,0,0,0,0,0
23.3,97,3.6,0.2,22.33,0,0,0,0,0,0
24.1,95,0.4,0.2,16.33,1,0,0,0,0,0
24.3,94,1.2,0.1,16.92,1,0,0,0,0,0
24.3,93,0.2,0.2,16.58,1,0,0,0,0,0
24.1,94,0.4,0.2,12.25,1,0,0,0,0,0
24.8,91,0.4,0.5,7.08,1,0,0,0,0,0
24.2,95,2.2,0.1,16.92,1,0,0,0,0,0
24.2,95,1.6,0.1,20.25,1,0,0,0,0,0
24.1,94,0.4,0.2,14.5,1,0,0,0,0,0
23.6,97,1.2,0,20.42,0,0,0,0,0,0
23.3,97,8.2,0,21.42,0,0,0,0,0,0
23.5,96,1.4,0.1,17.83,0,0,0,0,0,0
23.3,97,1,0.1,15.58,0,0,0,0,0,0
23.2,97,5.2,0.1,19.17,0,0,0,0,0,0
22.8,98,4.8,0,23,0,0,0,0,0,0
23.1,97,2,0,21.25,0,0,0,0,0,0
24.2,87,0.2,0,11.08,1,0,0,0,1,0
24.3,86,0.2,0,9.75,1,0,0,0,1,0
24.2,88,0.4,0.1,9.25,1,0,0,0,1,0
24.4,87,1.8,0.1,14.67,1,0,0,0,1,0
24.7,87,0,0.1,10.67,1,0,0,0,0,0
24.5,86,0.2,0.1,8.92,1,0,0,0,1,0
25.5,84,0,0,8.67,1,0,0,0,0,0
26.2,86,0,0.1,8.58,1,0,0,0,0,0
25.2,94,2,0,12,1,0,0,0,0,0
27,87,0,0,0,1,0,0,0,0,0
27.1,93,0,0,0,1,0,0,0,0,0
26.6,89,18.8,0,9.08,1,0,0,0,1,0
24,96,15.4,0,18.92,0,0,0,0,0,0
24.9,95,6.4,0.1,19.17,1,0,0,0,0,0
26.4,90,0,0.1,11.58,1,0,0,0,0,0
26.5,90,3.6,0,13.25,1,0,0,0,1,0
25.1,94,18.4,0.1,15,1,0,0,0,0,0
24.3,96,46.4,0,13.17,0,0,0,0,0,0
24.1,96,3.4,0.1,0.42,0,0,0,0,0,0
23.9,96,1.6,0.2,3.25,0,0,0,0,0,0
23.2,99,7.2,0.1,7.67,0,0,0,0,0,0
24.7,93,0,0.2,9.25,1,0,0,0,0,0
24.5,93,1.4,0.3,13.75,1,0,0,0,0,0
24.1,94,0.8,0.3,14.67,1,0,0,0,0,0
24.2,92,0.6,0.3,13.08,1,0,0,0,0,0
24,91,3,0.6,9.83,1,0,0,0,0,0
23.7,91,1.4,0.4,8.67,0,0,0,0,0,0
22.7,97,1.4,0.1,20.33,0,0,0,0,0,0
24.2,93,2.2,0.1,6.92,1,0,0,0,0,0
25,94,6,0,16.17,1,0,0,0,0,0
24.6,95,1.4,0.4,13,1,0,0,0,0,0
22.6,99,15.6,0.1,22.08,0,0,0,0,0,0
24.5,90,0.2,0.2,9.67,1,0,0,0,1,0
24.3,89,0,0.1,9.5,1,0,0,0,0,0
23.8,86,0.4,0,10.17,0,0,0,0,1,0
25.6,88,0.2,0,9.17,1,0,0,0,1,0
31.1,96,0,0,0,0,0,0,0,0,0
25.2,96,0.2,0,2,0,0,0,0,0,0
24.5,87,1.4,0,10,1,0,0,0,1,0
30.9,81,0,0,0.92,1,0,0,0,0,0
23.9,92,5,0.1,15.75,0,0,0,0,0,0
24,93,0,0.1,14,1,0,0,0,0,0
25.5,86,0.4,0.1,9.75,1,0,0,0,1,0
25.1,84,0,0.2,9.33,1,0,0,0,0,0
25.3,79,0,0.1,9.33,0,0,0,0,0,1
25,78,0,0.2,8.83,0,0,0,0,0,1
25.1,74,0,0.2,8.08,0,0,0,0,0,1
24.8,74,0,0.2,7.17,0,0,0,0,0,1
24.4,71,0.2,0.3,6.25,0,0,0,0,1,0
24.7,71,0,0.5,6.83,0,0,0,0,0,1
23.8,88,1.8,0.4,12.33,0,0,0,0,1,0
25,83,0.2,0.5,9.58,1,0,0,0,1,0
23.6,94,21.6,0.4,11.5,0,0,0,0,0,0
23.2,96,0.6,0.5,13.33,0,0,0,0,0,0
24.5,94,1,0,15.33,1,0,0,0,0,0
26,85,0,0,8.83,1,0,0,0,0,0
26,86,0,0.2,3.67,1,0,0,0,0,0
24.6,85,2.2,0.1,8.58,1,0,0,0,1,0
24.2,74,0,0.2,9.67,0,0,0,0,0,1
22.9,76,0,0.3,6.5,0,0,0,0,0,1
21.6,72,0,0.2,8.33,0,0,0,0,0,1
22.1,71,0,0.1,4.5,0,0,0,0,0,1
22.2,74,0,0.1,5.75,0,0,0,0,0,1
23,77,0,0.2,7,0,0,0,0,0,1
25.1,83,2,0.3,7.92,1,0,0,0,1,0
23.6,85,15.4,0.4,10.25,0,0,0,0,1,0
20.8,80,0.2,0.2,6.33,0,0,0,0,1,0
20.7,75,0.2,0.3,5,0,0,0,0,1,0
20.9,72,0,0.2,0,0,0,0,0,0,1
20.8,73,0.2,0.1,1.83,0,0,0,0,1,0
21.8,73,0.6,0.2,7.08,0,0,0,0,1,0
22.7,72,0,0.4,1.75,0,0,0,0,0,1
22.9,67,0,0.1,0,0,1,0,0,0,1
21.7,69,0,0.2,0,0,1,0,0,0,1
20.4,70,0.4,0.2,0,0,1,0,0,1,0
20.8,76,0,0.4,0,0,0,0,0,0,1
21.5,74,0.2,0.1,1.33,0,0,0,0,1,0
20.3,69,0,0.4,3.25,0,1,0,0,0,1
19.2,68,0,0.4,5.08,0,1,0,0,0,1
19,65,0,0.3,5.17,0,1,0,0,0,1
18.4,69,0.4,0.2,5.92,0,1,0,0,0,0
19.4,65,0,0.3,6.58,0,1,0,0,0,1
19.2,70,0,0.3,6,0,1,0,1,0,1
19.3,69,0,0.3,4.5,0,1,0,0,0,1
19.3,72,0,0.4,7.83,0,0,0,1,0,1
19.5,69,0,0.4,8.08,0,1,0,0,0,1
19.5,68,0.2,0.3,6.58,0,1,0,0,0,0
19.9,67,0,0.2,4.58,0,1,0,0,0,1
19.1,70,0,0.4,7.08,0,1,0,1,0,1
19.2,68,0,0.5,4.33,0,1,0,0,0,1
18.7,67,0.2,0.4,0.5,0,1,0,0,0,0
18.3,65,0,0.4,6.42,0,1,0,0,0,1
18.6,66,0,0.3,3.25,0,1,0,0,0,1
19.4,75,0.4,0.3,0.67,0,0,0,1,0,0
20.8,70,0,0.5,6.83,0,1,0,0,0,1
19.7,73,0,0.4,6.33,0,0,0,1,0,1
19.7,72,0,0.3,7.42,0,0,0,1,0,1
19.7,76,0.2,0.3,6,0,0,0,1,0,0
20.5,71,0,0.3,8.17,0,0,0,0,0,1
21.1,68,0,0.1,4.67,0,1,0,0,0,1
21,71,0,0.2,1.5,0,0,0,0,0,1
21,73,0.2,0.3,1.58,0,0,0,0,1,0
21.2,78,0,0.2,8.75,0,0,0,0,0,1
23.4,75,0,0.3,4.75,0,0,0,0,0,1
22.5,75,0.4,0.3,1.08,0,0,0,0,1,0
21.2,78,0,0.2,4.58,0,0,0,0,0,1
20.7,73,0,0.1,6.5,0,0,0,0,0,1
19,71,0.2,0.1,5.67,0,0,0,1,0,0
17.7,70,0,0.2,5.5,0,1,0,1,0,1
17.3,71,0,0.1,4.83,0,0,0,1,0,1
17.4,71,0,0.2,2.5,0,0,0,1,0,1
17.8,71,0.4,0.1,2.33,0,0,0,1,0,0
18.1,74,0,0.1,3.58,0,0,0,1,0,1
17,72,0,0.1,6.17,0,0,0,1,0,1
16.6,70,0,0.1,2.92,0,1,0,1,0,1
16.7,71,0,0.1,2.42,0,0,0,1,0,1
16.4,69,0,0.1,3.17,0,1,0,0,0,1
15.6,69,0,0.1,2.5,0,1,0,0,0,1
15.6,70,0.4,0.1,1.33,0,1,0,1,0,0
16.8,73,0,0,5.33,0,0,0,1,0,1
17.6,72,0,0.1,9.25,0,0,0,1,0,1
17.9,71,0,0,9.5,0,0,0,1,0,1
17.4,72,0,0,9.83,0,0,0,1,0,1
16.8,79,0,0.1,12.5,0,0,0,1,0,1
16.9,78,0,0.1,11.92,0,0,0,1,0,1
17,75,0,0.1,9.33,0,0,0,1,0,1
16.7,72,0.2,0,8.67,0,0,0,1,0,0
16.6,71,0,0,8.25,0,0,0,1,0,1
16.8,67,0,0.1,6.58,0,1,0,0,0,1
16.8,69,0,0,7.08,0,1,0,0,0,1
16.9,72,0,0.2,8.67,0,0,0,1,0,1
17.1,73,0,0.3,10.92,0,0,0,1,0,1
17.5,75,0,0,10.17,0,0,0,1,0,1
17.8,77,0.6,0.1,11.67,0,0,0,1,0,0
17.7,76,0,0.2,11.17,0,0,0,1,0,1
16.5,73,0,0.2,9.25,0,0,0,1,0,1
16.4,74,0,0.2,10.25,0,0,0,1,0,1
16.7,74,0,0.3,10,0,0,0,1,0,1
17.6,77,0,0.2,12.08,0,0,0,1,0,1
18.8,77,0.2,0.2,12.92,0,0,0,1,0,0
19.6,76,0,0.1,11.08,0,0,0,1,0,1
19.1,73,0,0.1,10.17,0,0,0,1,0,1
19,69,0,0,9.33,0,1,0,0,0,1
19.3,68,0,0,7.75,0,1,0,0,0,1
18.8,74,0,0,10.58,0,0,0,1,0,1
19.8,73,0,0.1,9.67,0,0,0,1,0,1
20.6,71,0,0.1,9.17,0,0,0,0,0,1
21.1,71,0.4,0,9.33,0,0,0,0,1,0
22.3,68,0,0,9.08,0,1,0,0,0,1
22.1,69,0,0,8.83,0,1,0,0,0,1
21.3,67,0,0.1,8.08,0,1,0,0,0,1
21.1,67,0,0.1,7.83,0,1,0,0,0,1
20.4,66,0,0,8.17,0,1,0,0,0,1
16.8,68,0,0.1,8.58,0,1,0,0,0,1
14.7,66,0.2,0.1,8.08,0,0,0,0,0,0
14.2,65,0,0.3,7.08,0,0,0,0,0,1
13.8,64,0,0.3,6.92,0,0,0,0,0,1
14.8,63,0,0.3,6.17,0,0,0,0,0,1
16.1,61,0,0.1,4.75,0,1,0,0,0,1
16.8,62,0,0.1,3.33,0,1,0,0,0,1
18,62,0.4,0.1,4.92,0,1,0,0,0,0
18.8,62,0,0.3,4.08,0,1,0,0,0,1
19.6,63,0.4,0.3,4.08,0,1,0,0,0,0
19.2,63,0,0.2,3.83,0,1,0,0,0,1
19.5,64,0,0.3,4.17,0,1,0,0,0,1
19.6,65,0,0.3,4.17,0,1,0,0,0,1
19.4,63,0,0.1,5.75,0,1,0,0,0,1
18.9,59,0,0.1,2.17,0,0,1,0,0,0
22.3,52,0.2,0.1,3.33,0,0,1,0,1,0
28.4,31,0,0,0,0,0,0,0,0,0
28,33,0,0,0,0,0,0,0,0,0
26.8,38,0,0.1,0,0,0,0,0,0,0
19.8,62,0,0.2,4.5,0,1,0,0,0,1
19.7,64,0,0.2,4.33,0,1,0,0,0,1
21,60,0,0.2,3.5,0,1,1,0,0,1
21.8,62,0,0,4,0,1,0,0,0,1
22.8,62,0,0.1,7.5,0,1,0,0,0,1
22.1,62,0,0,7.5,0,1,0,0,0,1
22.5,58,0,0,3.33,0,0,1,0,0,0
21.9,59,0.2,0.1,3,0,0,1,0,1,0
22.2,57,0,0.1,1.08,0,0,1,0,0,0
23.1,58,0,0.2,2.17,0,0,1,0,0,0
23.8,58,0,0.1,1,0,0,1,0,0,0
24.6,63,1,0.1,3.83,0,1,0,0,1,0
25.1,63,0,0.1,8.75,0,0,0,0,0,1
24.3,58,0,0.1,3.17,0,0,1,0,0,0
24.8,56,0.2,0.2,2.08,0,0,1,0,1,0
24.8,60,0.2,0,2.75,0,1,1,0,1,0
24.3,67,0.2,0.1,8.67,0,1,0,0,1,0
25.4,65,0.2,0,8.83,0,0,0,0,1,0
25.9,65,0.2,0,8.33,0,0,0,0,1,0
26.5,64,0,0,7.42,0,0,0,0,0,1
25.4,66,0,0,4.83,0,0,0,0,0,1
23,61,1,0,7.5,0,1,0,0,1,0
21.2,59,0,0.1,5,0,0,1,0,0,0
20.9,57,0.8,0.1,3.08,0,0,0,0,1,0
21.8,62,0,0.1,7.17,0,1,0,0,0,1
22,62,0.4,0.1,8.08,0,1,0,0,1,0
22.1,74,19.8,0.1,14.08,0,0,0,0,1,0
20.9,79,0.6,0.1,10.83,0,0,0,0,1,0
20.7,77,0,0,6.17,0,0,0,0,0,1
20.8,75,0,0.1,6.75,0,0,0,0,0,1
22.4,73,0,0.2,0,0,0,0,0,0,1
23.5,69,0,0.1,0,0,1,0,0,0,1
22.7,70,0,0.1,0,0,1,0,0,0,1
23.4,70,0,0.1,0,0,1,0,0,0,1
23,69,0,0.3,0,0,1,0,0,0,1
23.9,69,0,0.2,0,0,1,0,0,0,1
25.4,70,0,0.3,0,0,0,0,0,0,1
26.7,65,0,0.1,0,0,0,0,0,0,1
26,57,0.8,0.1,0,0,0,0,0,1,0
25.7,55,0.2,0.1,0,0,0,1,0,1,0
25.8,52,0,0.1,0,0,0,1,0,0,0
26.5,55,0,0.1,0,0,0,1,0,0,0
26.6,54,0,0.1,0,0,0,1,0,0,0
25.5,53,0.4,0.1,0,0,0,0,0,1,0
23.7,47,0,0.1,0,0,0,1,0,0,0
23.7,57,0,0.1,0,0,0,1,0,0,0
25.2,53,0,0.2,0,0,0,1,0,0,0
27,53,1.2,0.1,0,0,0,0,0,1,0
27.6,63,0.2,0.1,0,0,0,0,0,1,0
27.1,54,0,0.1,0,0,0,1,0,0,0
26.2,46,0,0.1,0,0,0,1,0,0,0
25.1,52,0,0.1,0,0,0,1,0,0,0
25.7,48,0,0.1,0,0,0,1,0,0,0
26.3,53,0.2,0.1,0,0,0,1,0,1,0
26.8,50,0.4,0.1,0,0,0,0,0,1,0
27.3,55,0,0.2,0,0,0,1,0,0,0
26.3,52,0,0.1,0,0,0,1,0,0,0
26.7,50,0,0.2,0,0,0,1,0,0,0
28.2,50,0.2,0.1,0,0,0,1,0,1,0
28,49,0,0.2,0,0,0,1,0,0,0
27.9,58,0.2,0.2,0,0,0,1,0,1,0
27.9,55,0,0.1,0,0,0,1,0,0,0
28.5,54,0.2,0.1,0,0,0,1,0,1,0
29,50,0,0.1,0,0,0,1,0,0,0
29.3,56,0,0.1,0,0,0,1,0,0,0
27.2,49,0,0.1,0,0,0,1,0,0,0
26.3,55,0,0.1,0,0,0,1,0,0,0
27.3,50,0,0.3,0,0,0,1,0,0,0
28.2,51,0,0.7,0,0,0,1,0,0,0
29.9,51,0,0.2,0,0,0,1,0,0,0
30.1,55,0.4,0.3,0,0,0,0,0,0,0
29.3,53,0.2,0.2,0,0,0,1,0,1,0
28.7,46,0.6,0.3,0,0,0,0,0,1,0
27.8,55,0,0.4,0,0,0,1,0,0,0
28.5,55,0,0.3,0,0,0,1,0,0,0
28.6,53,0,0.3,0,0,0,1,0,0,0
28.5,50,0,0.3,0,0,0,1,0,0,0
28.7,54,0,0.3,0,0,0,1,0,0,0
29.4,57,0,0.4,0,0,0,1,0,0,0
30.6,56,0,0.3,0,0,0,1,0,0,0
31.5,53,0,0.4,0,0,0,1,0,0,0
32,50,0.4,0.4,0,0,0,0,0,0,0
31.4,43,0,0.3,0,0,0,0,0,0,0
31.7,50,0,0.4,0,0,0,1,0,0,0
31.6,54,0,0.3,0,0,0,1,0,0,0
31.2,51,0,0.3,0,0,0,1,0,0,0
31.2,46,0,0.3,0,0,0,1,0,0,0
31.8,43,0,0.4,0,0,0,0,0,0,0
31.5,49,0,0.4,0,0,0,1,0,0,0
31.2,43,0,0.4,0,0,0,0,0,0,0
30.3,40,0,0.6,0,0,0,0,0,0,0
30,40,0,0.3,0,0,0,0,0,0,0
29.8,38,0,0.4,0,0,0,0,0,0,0
29.8,54,0,0.4,0,0,0,1,0,0,0
30.6,49,0,0.3,0,0,0,1,0,0,0
29.9,56,0,0.4,0,0,0,1,0,0,0
